Address,Age,City,Education,Employment,Fertility,FirstName,FullName,Gender,HairColor,Height,LastName,MiddleI,Race,Salary,State,Weight,Zip
2495 W. North Blvd.,52,Orlando,4YD,S,2,Andy,Andy J. Wood,M,Brown,69.6,Wood,J.,W,51.0,FL,178,95661
8160 E. Hill Street,23,Smalltown,HS,S,0,Wanda,Wanda J. Hansen,F,Blonde,59.46,Hansen,J.,W,57.72,NC,129,94346
9467 W. 75th Street,41,Bedrock,2YD,U,3,Brett,Brett G. Bailey,M,Black,73.32,Bailey,G.,W,65.0,NE,178,35593
5798 E. Hill Street,66,Fort Myers,MAS,C,1,Erin,Erin L. Wright,F,Brown,60.84,Wright,L.,W,47.58,FL,171,70751
942 S. 95th Street,46,Daytona Beach,2YD,L,4,Tamara,Tamara E. Morgan,F,Blonde,64.52,Morgan,E.,W,42.9,FL,121,34856
7758 E. Wright Street,69,Braavos,MAS,L,1,Carolyn,Carolyn M. Peterson,F,Brown,66.43,Peterson,M.,W,39.0,OR,175,27908
9718 E. Main Street,52,Los Angeles,HS,E,1,Max,Max R. Robinson,M,Brown,68.46,Robinson,R.,W,51.0,CA,196,92832
5980 N. High Blvd.,18,Mordor,GS,S,3,Kellan,Kellan J. Taylor,M,Blonde,66.53,Taylor,J.,W,58.5,NV,195,94302
8620 S. Lake Road,54,Buffalo,2YD,L,1,Elizabeth,Elizabeth C. Robinson,F,Blonde,64.83,Robinson,C.,W,56.160000000000004,NY,133,30913
564 S. Wright Street,59,San Antonio,HS,C,4,Mike,Mike C. Hill,M,Brown,69.52,Hill,C.,W,65.0,TX,172,53362
910 S. North Blvd.,58,King's Landing,MAS,E,6,Warren,Warren D. Cox,M,Blonde,68.49,Cox,D.,W,61.0,NE,189,53911
3373 S. Cedar Avenue,33,Sunnydale,2YD,C,3,Eddie,Eddie R. Hughes,M,Red,69.37,Hughes,R.,W,53.0,CO,171,87470
455 S. Hill Avenue,23,Chico,2YD,L,3,Cami,Cami N. Foster,F,Brown,66.18,Foster,N.,W,46.800000000000004,CA,112,78534
1889 W. Pearl Road,35,Gotham,4YD,C,3,Ventura,Ventura E. Estrada,F,Black,59.1,Estrada,E.,H,39.0,ME,116,65685
615 W. Main Street,31,Winterfell,GS,U,2,Natalie,Natalie D. Sanders,F,Brown,63.56,Sanders,D.,W,42.9,CO,141,83817
545 E. Oak Road,40,Winterfell,2YD,L,0,Leo,Leo A. Cortez,M,Black,72.17,Cortez,A.,H,61.0,LA,147,61769
5376 S. North Street,36,Vice City,GS,L,2,Claudia,Claudia A. Evans,F,Brown,67.64,Evans,A.,W,42.9,IL,164,85284
651 S. National Avenue,23,Eerie,HS,S,0,Nashawn,Nashawn H. Carter,F,Black,64.38,Carter,H.,B,45.63,NC,160,91217
5720 E. 34 Blvd.,59,Eerie,MAS,C,2,Carrie,Carrie R. Foster,F,Brown,68.86,Foster,R.,W,44.85,OH,155,82695
4954 E. Lake Avenue,56,Epicburg,4YD,L,1,Angela,Angela L. Campbell,F,Brown,62.52,Campbell,L.,W,50.7,CT,124,38508
228 W. Hill Road,52,Waco,PHD,C,2,Sakaë,Sakaë A. Pan,F,Black,62.67,Pan,A.,O,55.38,TX,145,69058
7312 S. Townsend Road,63,Tampa,4YD,S,2,Dolores,Dolores M. Rogers,F,Blonde,64.92,Rogers,M.,W,42.9,FL,115,29915
5369 W. Arthur Street,74,Chico,2YD,C,3,Analia,Analia B. Cabrera,F,Black,62.93,Cabrera,B.,H,48.36,CA,116,88710
9379 W. Washington Street,65,South Park,PHD,L,1,April,April M. Murray,F,Brown,64.7,Murray,M.,W,53.43,KY,167,30962
4224 W. Hill Avenue,60,Atlantis,2YD,L,1,Eddie,Eddie D. Mitchell,M,Blonde,76.16,Mitchell,D.,W,53.0,IL,155,15979
167 W. Cedar Road,58,Epicburg,PHD,E,0,Caitlyn,Caitlyn H. Ryan,F,Black,63.91,Ryan,H.,W,56.160000000000004,NC,143,24598
2400 W. 95th Street,72,Smalltown,MAS,C,3,Rose,Rose A. Olson,F,Black,61.24,Olson,A.,W,41.34,UT,146,29231
164 S. Becher Street,37,Valyria,2YD,U,1,Linda,Linda M. Marshall,F,Blonde,66.35,Marshall,M.,W,56.160000000000004,HI,177,23378
3922 W. 75th Street,44,Sacramento,MAS,L,1,Jerome,Jerome C. Hoffman,M,Brown,74.35,Hoffman,C.,W,73.5,CA,144,27967
3451 N. Wright Blvd.,68,Winterfell,MAS,E,1,Damien,Damien G. Turner,M,Brown,67.01,Turner,G.,W,74.0,NH,159,63777
7921 E. Cedar Road,74,Pythonville,GS,E,0,Claudia,Claudia E. Kennedy,F,Brown,60.84,Kennedy,E.,W,44.85,KS,131,67691
6442 W. Clarke Street,42,Lakeview,HS,U,0,Tara,Tara J. Thomas,F,Red,69.1,Thomas,J.,W,42.9,ME,156,12616
35 N. Center Street,18,Valyria,GS,U,5,Willie,Willie G. Watson,M,Black,69.17,Watson,G.,W,64.0,HI,199,55531
9024 W. 75th Street,46,Vice City,PHD,S,2,Guowei,Guowei D. Cheng,M,Black,67.27,Cheng,D.,O,50.0,NV,216,56992
2210 S. Chambers Blvd.,70,Gotham,PHD,E,3,Siyu,Siyu J. Her,M,Black,68.33,Her,J.,O,62.0,CO,164,56075
6811 N. 91st Street,19,Epicburg,HS,H,0,Natalie,Natalie J. Ryan,F,Blonde,69.94,Ryan,J.,W,39.0,ND,155,43421
911 S. Hill Avenue,41,Winterfell,4YD,U,3,Kasen,Kasen D. Reynolds,M,Blonde,72.77,Reynolds,D.,W,58.5,NC,168,69512
1251 E. Cedar Avenue,58,River West,MAS,C,2,Ynez,Ynez A. Figueroa,F,Black,60.85,Figueroa,A.,H,53.43,MA,121,24546
5176 N. Hill Road,74,Dawnstar,PHD,S,1,Ella,Ella A. Thomas,F,Brown,60.21,Thomas,A.,W,48.36,NV,168,72936
1856 W. Maple Street,22,Lander,GS,S,1,Fred,Fred C. Peterson,M,Blonde,68.67,Peterson,C.,W,51.0,FL,169,67587
3769 N. Elm Street,48,Blackwater,MAS,E,1,Dominica,Dominica C. Hernandez,F,Black,68.8,Hernandez,C.,H,39.78,NC,180,50535
7619 W. High Street,63,Fort Myers,2YD,S,0,Erin,Erin D. Reynolds,F,Brown,68.65,Reynolds,D.,W,41.34,FL,157,50752
3506 N. Locust Street,57,Orlando,4YD,E,2,Virginia,Virginia I. Reynolds,F,Brown,66.07,Reynolds,I.,W,57.72,FL,168,87698
5297 W. High Street,57,Smalltown,HS,L,1,Jalen,Jalen D. Pfeifer,M,Red,64.25,Pfeifer,D.,W,53.0,HI,160,17249
3114 S. Garfield Road,66,Braavos,PHD,E,2,Clayton,Clayton D. Patterson,M,Brown,65.56,Patterson,D.,W,63.5,PA,158,28536
9255 E. GreenField Avenue,18,Los Angeles,HS,E,2,Benton,Benton D. Smith,M,Black,68.8,Smith,D.,B,71.0,CA,177,82228
110 E. Park Road,54,Eerie,4YD,C,1,Tanner,Tanner A. Sanders,M,Brown,70.39,Sanders,A.,W,62.0,TN,178,14744
1379 E. Wright Street,26,Epicburg,HS,C,3,Sean,Sean E. Richardson,M,Black,73.65,Richardson,E.,B,72.0,KS,174,26697
5746 N. Cedar Avenue,70,Springfield,4YD,H,0,Denise,Denise I. Wilson,F,Black,68.41,Wilson,I.,W,39.0,IL,110,59009
5077 S. National Avenue,19,Olympus,HS,L,2,Lucy,Lucy C. Green,F,Brown,62.36,Green,C.,W,41.34,MN,165,69761
35 N. Pine Road,44,Epicburg,HS,U,1,Shantewa,Shantewa A. Hamilton,F,Black,65.47,Hamilton,A.,B,44.07,WY,149,92871
1992 W. Center Street,22,New York,GS,U,2,Eleanor,Eleanor M. Jenkins,F,Blonde,65.86,Jenkins,M.,W,56.160000000000004,NY,142,86088
1275 N. Lake Street,47,Sacramento,GS,L,7,Joel,Joel G. Martin,M,Red,69.7,Martin,G.,W,51.0,CA,143,91445
9101 N. GreenField Avenue,50,Blackwater,HS,E,1,Hazel,Hazel M. Simmons,F,Brown,65.17,Simmons,M.,W,53.43,PA,222,59153
8079 N. Cedar Avenue,29,Bedrock,MAS,C,2,Tyrone,Tyrone T. Cook,M,Black,70.51,Cook,T.,B,57.5,GA,172,55233
2826 E. 95th Street,47,River West,HS,H,2,Darleen,Darleen E. Jenkins,F,Blonde,63.43,Jenkins,E.,W,45.63,IL,176,80384
1167 E. 34 Street,43,Waco,4YD,U,3,Eric,Eric M. Harris,M,Brown,74.24,Harris,M.,W,55.0,TX,151,39552
1666 E. 17th Blvd.,18,South Park,GS,E,3,Ryan,Ryan J. Ward,M,Blonde,72.65,Ward,J.,W,51.0,NH,143,88163
636 E. Clarke Blvd.,29,Eerie,GS,S,7,Colis,Colis E. Willis,M,Black,67.29,Willis,E.,B,68.5,WY,215,66370
9059 N. 34 Blvd.,63,Thundera,GS,L,3,Ernestine,Ernestine J. Collins,F,Black,61.29,Collins,J.,B,44.07,OK,134,58078
4143 E. North Street,29,Daytona Beach,MAS,E,2,Danielle,Danielle B. Jefferson,F,Black,62.59,Jefferson,B.,B,39.0,FL,150,73986
4010 E. High Street,41,Olympus,PHD,U,4,Eli,Eli E. Harrison,M,Brown,71.63,Harrison,E.,W,65.0,IL,161,15573
7935 E. Washington Road,40,Buffalo,HS,U,2,Vieira,Vieira A. Figueroa,F,Black,66.37,Figueroa,A.,H,39.78,NY,142,50571
9567 E. Lake Road,72,Eerie,PHD,H,0,Mitchell,Mitchell G. Parker,M,Blonde,75.28,Parker,G.,W,60.0,NM,173,54704
3834 W. Becher Road,44,Faketown,HS,U,3,Derque,Derque W. Santiago,M,Black,70.58,Santiago,W.,H,64.0,IL,185,44627
1173 S. Hill Road,26,Waco,4YD,L,2,Emma,Emma M. Ellis,F,Brown,65.31,Ellis,M.,W,56.160000000000004,TX,152,56729
8710 N. Lake Road,60,Chico,4YD,E,4,Acha,Acha D. Padilla,M,Black,64.77,Padilla,D.,H,50.0,CA,170,44279
9554 W. Oak Road,70,Fort Myers,4YD,H,0,Sharon,Sharon L. Ellis,F,Brown,71.93,Ellis,L.,W,57.72,FL,171,22731
5646 E. Clarke Street,30,Thundera,HS,C,2,Ricky,Ricky L. Hughes,M,Brown,66.79,Hughes,L.,W,58.5,CO,168,53569
7684 S. 34 Street,62,Balmora,PHD,S,1,Javier,Javier J. Hall,M,Black,69.09,Hall,J.,W,62.0,DE,172,57638
1543 W. Clarke Street,52,King's Landing,HS,L,3,Shakeina,Shakeina M. Rogers,F,Black,63.36,Rogers,M.,B,42.9,GA,127,34007
4540 N. Cedar Blvd.,63,Gotham,MAS,E,4,Candi,Candi E. Fisher,F,Red,60.92,Fisher,E.,W,53.43,SC,119,34184
5479 S. Lake Road,60,New York,MAS,E,2,Nathan,Nathan S. Jones,M,Black,71.37,Jones,S.,W,50.0,NY,190,47172
3273 S. Wright Street,66,Pythonville,2YD,S,2,Eddie,Eddie M. Thomas,M,Brown,66.34,Thomas,M.,W,72.0,NC,178,93973
7795 E. North Street,56,Chico,HS,E,2,Oliver,Oliver C. Kennedy,M,Brown,68.08,Kennedy,C.,W,68.5,CA,182,92593
4050 W. Wright Street,58,Buffalo,PHD,H,2,Daniel,Daniel M. Lewis,F,Black,68.43,Lewis,M.,W,56.160000000000004,NY,164,22237
7088 S. Arthur Street,57,King's Landing,MAS,H,4,Melanie,Melanie G. Meyer,F,Brown,62.69,Meyer,G.,W,42.9,VT,120,19406
6868 W. Pine Road,48,Olympus,HS,L,1,Erick,Erick W. Bailey,M,Blonde,71.85,Bailey,W.,W,51.0,CT,144,58781
1377 N. Hill Street,37,Springfield,HS,E,0,Jolan,Jolan M. Jimenez,F,Black,54.52,Jimenez,M.,H,45.63,ID,138,92899
7181 E. Chambers Street,48,Tampa,4YD,L,0,Jazmin,Jazmin M. Coleman,F,Black,62.95,Coleman,M.,B,48.36,FL,147,91926
531 E. Locust Street,51,Valyria,4YD,S,0,Agnus,Agnus D. Schmidt,F,Brown,56.85,Schmidt,D.,W,50.7,GA,120,59293
7251 N. Chambers Street,58,Pythonville,GS,E,1,Erica,Erica M. Edwards,F,Brown,62.93,Edwards,M.,W,39.78,SC,144,92463
10 N. Lake Street,24,Winterfell,GS,E,1,Charlie,Charlie J. Wood,M,Black,73.76,Wood,J.,W,68.5,AR,198,61595
2389 E. Cedar Road,54,South Park,HS,E,2,Rachel,Rachel M. Howard,F,Black,63.15,Howard,M.,W,45.63,MD,151,45752
5818 E. National Avenue,19,Los Angeles,GS,L,1,Camellia,Camellia C. Hansen,F,Brown,63.75,Hansen,C.,W,56.160000000000004,CA,176,74292
4032 S. Center Street,43,South Park,HS,C,2,Edward,Edward F. Murray,M,Brown,72.86,Murray,F.,W,50.0,PA,192,44663
4840 W. Oak Road,59,Valyria,MAS,L,0,Clara,Clara M. Jackson,F,Black,58.99,Jackson,M.,W,39.0,IL,184,35322
3923 N. Hill Avenue,33,Gotham,HS,H,4,Rachel,Rachel M. Williams,F,Blonde,63.87,Williams,M.,W,57.72,IL,207,39231
1732 W. Garfield Road,19,Epicburg,HS,E,2,Clayton,Clayton E. Sanders,M,Black,68.28,Sanders,E.,W,72.0,ID,144,38477
8771 N. Becker Blvd.,66,Winterfell,HS,C,0,Adrik,Adrik A. Campbell,M,Black,72.36,Campbell,A.,B,64.0,CO,190,38331
7956 W. Washington Road,44,Vice City,HS,H,3,Greg,Greg D. Turner,M,Black,69.11,Turner,D.,W,71.0,IL,169,56597
4798 W. Hill Street,26,Lander,2YD,H,1,Beth,Beth A. Peterson,F,Brown,65.09,Peterson,A.,W,48.36,FL,113,30454
2566 N. 91st Street,43,Gotham,MAS,C,3,Sam,Sam C. Young,M,Brown,72.63,Young,C.,W,72.0,OR,180,63109
5495 N. Becher Street,42,Bedrock,MAS,L,3,Joseph,Joseph G. Parker,M,Black,67.4,Parker,G.,W,53.0,KY,190,62317
8805 S. Hill Street,73,Fresno,PHD,U,1,Melissa,Melissa A. Barnes,F,Brown,63.4,Barnes,A.,W,42.9,CA,140,61019
844 N. Elm Street,50,Blackwater,HS,U,0,Brooke,Brooke L. Lee,F,Black,63.34,Lee,L.,W,42.9,NV,146,53587
4739 E. Maple Street,33,Metropolis,PHD,U,0,Billy,Billy C. Lewis,M,Brown,70.42,Lewis,C.,W,61.0,MS,175,47490
809 W. 95th Street,27,Fort Myers,GS,L,3,Elaine,Elaine R. Cooper,F,Blonde,63.04,Cooper,R.,W,47.58,FL,169,47523
3476 E. Elm Street,64,King's Landing,4YD,C,1,Dillon,Dillon F. Richardson,M,Brown,68.96,Richardson,F.,W,53.0,OR,141,22739
6406 N. Cedar Avenue,24,Eerie,HS,C,6,Billy,Billy S. Turner,M,Brown,67.94,Turner,S.,W,61.0,MT,160,28808
3879 E. Elm Blvd.,18,Smalltown,GS,C,2,Julia,Julia A. Wallace,F,Black,66.9,Wallace,A.,W,49.53,VA,162,48514
4338 S. Lake Street,53,Eerie,4YD,U,0,Cleavant,Cleavant J. Alexander,M,Black,72.86,Alexander,J.,B,72.0,GA,198,76648
3388 E. Park Road,51,Vice City,MAS,S,2,Florence,Florence M. Burns,F,Brown,71.93,Burns,M.,W,49.92,IL,162,56860
6783 N. Main Street,31,Los Angeles,MAS,S,2,Adaline,Adaline J. Brown,F,Brown,64.11,Brown,J.,W,57.330000000000005,CA,174,42032
2474 E. 95th Street,47,Vice City,MAS,H,2,Esther,Esther A. Martin,F,Black,60.4,Martin,A.,W,41.34,ME,111,30211
1092 E. Pine Blvd.,21,Thundera,2YD,C,0,Harry,Harry W. Pfeifer,M,Red,70.92,Pfeifer,W.,W,72.0,IN,173,22245
2793 W. Arthur Road,74,Midland,HS,H,1,Charlene,Charlene B. Marshall,F,Black,66.98,Marshall,B.,W,44.07,TX,172,37993
7387 E. Clarke Street,65,Los Angeles,HS,C,3,Lucas,Lucas C. Cabrera,M,Black,67.16,Cabrera,C.,H,64.0,CA,178,42061
9694 W. Holton Avenue,54,Vice City,MAS,L,1,Skyler,Skyler C. Fox,M,Red,78.67,Fox,C.,W,50.0,ID,180,15919
7475 E. Pine Blvd.,57,Tampa,4YD,C,0,Leo,Leo D. Ramos,M,Black,65.58,Ramos,D.,H,65.0,FL,177,31115
9143 E. Becher Blvd.,42,Daytona Beach,HS,C,2,Josué,Josué D. Guzman,M,Black,68.1,Guzman,D.,H,73.5,FL,192,23127
8859 W. Washington Road,60,Atlantis,2YD,U,1,Dale,Dale S. Mitchell,M,Black,72.62,Mitchell,S.,W,55.0,AL,171,18606
9451 S. Pearl Road,76,Chico,PHD,C,1,Christopher,Christopher J. Mitchell,M,Blonde,69.17,Mitchell,J.,W,58.5,CA,211,62652
7130 S. 34 Street,48,Buffalo,HS,E,2,Christine,Christine M. Graham,F,Brown,62.8,Graham,M.,W,56.160000000000004,NY,125,45354
5017 W. Lake Avenue,44,Gotham,HS,C,0,Ryan,Ryan F. Morris,M,Black,66.06,Morris,F.,W,65.0,IN,150,41910
5044 N. Becher Blvd.,75,Metropolis,MAS,E,3,Tylena,Tylena G. Jordan,F,Black,58.5,Jordan,G.,B,53.43,AZ,121,83432
2019 W. Oak Road,40,Faketown,PHD,H,6,Barabara,Barabara E. Thomas,F,Brown,60.63,Thomas,E.,W,44.07,WA,138,71491
2960 W. Elm Street,59,Winterfell,HS,S,1,Natán,Natán C. Vazquez,M,Black,61.95,Vazquez,C.,H,68.5,IL,175,30566
700 N. Cedar Road,60,Eerie,MAS,S,3,Shawnte,Shawnte A. Cole,M,Black,66.14,Cole,A.,B,51.0,ME,173,17503
4684 N. Cedar Road,58,New York,HS,L,2,Peggy,Peggy A. Rogers,F,Black,66.93,Rogers,A.,W,39.0,NY,146,77022
5022 E. Hill Avenue,35,Braavos,4YD,H,3,Sandra,Sandra M. Butler,F,Red,68.49,Butler,M.,W,39.0,AL,158,74587
6228 W. Pearl Road,42,Fort Myers,2YD,L,2,Ajou,Ajou C. Morris,M,Black,67.0,Morris,C.,B,56.5,FL,189,60242
3292 W. Pearl Street,31,Bedrock,MAS,C,0,Bryan,Bryan D. Wood,M,Blonde,67.83,Wood,D.,W,68.5,IL,181,15780
9575 N. Garfield Road,65,Fresno,HS,H,1,Clarence,Clarence S. James,M,Blonde,70.75,James,S.,W,55.0,CA,178,13238
1491 N. GreenField Avenue,31,Lakeview,4YD,L,2,Mabinty,Mabinty J. Phillips,F,Black,66.35,Phillips,J.,B,57.330000000000005,OH,171,85354
3700 S. Elm Road,54,Blackwater,HS,U,5,Shyamal,Shyamal D. Evans,M,Black,72.72,Evans,D.,B,64.0,IA,148,29644
1023 N. Washington Road,35,Pythonville,PHD,C,2,Bernadine,Bernadine H. Patterson,F,Brown,63.17,Patterson,H.,W,42.9,MN,116,17576
6238 N. Townsend Road,55,Lake Delton,PHD,E,0,Odessa,Odessa J. Phillips,F,Black,64.21,Phillips,J.,B,39.78,WI,140,15317
7819 E. Park Street,18,Los Angeles,HS,E,2,Charlotte,Charlotte M. Jackson,F,Brown,73.89,Jackson,M.,W,46.800000000000004,CA,153,36488
731 N. Chambers Street,27,Bedrock,GS,E,0,Ray,Ray L. Sullivan,M,Brown,73.27,Sullivan,L.,W,50.0,DE,206,17160
6379 N. Center Street,20,Buffalo,GS,C,1,Abbey,Abbey M. Mitchell,F,Brown,59.39,Mitchell,M.,W,48.36,NY,191,31567
604 E. Lake Blvd.,28,Dawnstar,2YD,S,3,Cahya,Cahya D. Patterson,M,Black,62.35,Patterson,D.,B,68.5,MD,185,46748
7471 E. Washington Road,72,Smalltown,GS,H,2,Stanley,Stanley E. Marshall,M,Red,65.97,Marshall,E.,W,60.0,IL,162,42451
7054 N. Holton Avenue,55,Milwaukee,MAS,H,1,Louis,Louis F. Owens,M,Brown,70.84,Owens,F.,W,74.0,WI,152,60954
9621 W. High Street,24,Smalltown,4YD,U,1,Alan,Alan S. Cole,M,Black,65.03,Cole,S.,W,74.0,SD,142,54204
7634 N. Holton Avenue,75,Mordor,HS,H,0,Hector,Hector J. Wilson,M,Black,65.46,Wilson,J.,W,53.0,UT,202,26277
9433 W. Arthur Street,46,Oldtown,GS,C,0,Katsu,Katsu A. Singh,M,Black,64.43,Singh,A.,O,74.0,KS,149,36748
1487 W. GreenField Avenue,30,Westworld,2YD,E,1,Corey,Corey D. Wilson,M,Blonde,70.98,Wilson,D.,W,55.0,NV,155,28734
9106 N. Washington Road,32,Milwaukee,4YD,L,2,Tim,Tim D. Marshall,M,Black,64.37,Marshall,D.,W,64.0,WI,152,63015
2989 N. Center Street,62,South Park,PHD,L,0,Cassius,Cassius C. King,M,Black,61.37,King,C.,B,57.5,WA,181,95798
866 S. Main Street,37,Thundera,PHD,S,1,Alenia,Alenia A. Harvey,M,Black,71.16,Harvey,A.,I,68.5,MS,158,35158
4181 W. Lake Avenue,63,Dawnstar,4YD,S,2,Matthew,Matthew C. Owens,M,Brown,72.31,Owens,C.,W,53.0,WA,185,89453
7193 S. Cedar Avenue,51,River West,PHD,L,0,Tadeo,Tadeo J. Mejia,M,Black,70.9,Mejia,J.,H,64.0,NV,159,85627
4424 E. 75th Street,46,Los Angeles,2YD,E,1,Fajah,Fajah H. White,F,Black,68.43,White,H.,B,57.330000000000005,CA,177,49066
7901 N. Lake Avenue,54,Vice City,GS,L,3,Ciara,Ciara M. Lee,F,Black,63.66,Lee,M.,B,42.9,MS,159,63605
4813 E. Center Street,32,Epicburg,4YD,U,1,Caitlyn,Caitlyn C. Cox,F,Brown,60.08,Cox,C.,W,57.330000000000005,PA,176,64976
4909 S. 75th Street,50,San Antonio,MAS,H,3,Jessica,Jessica E. Kelley,F,Brown,66.94,Kelley,E.,W,44.07,TX,144,60038
2412 W. Maple Street,69,Tampa,HS,L,6,Dana,Dana M. Lewis,F,Blonde,62.83,Lewis,M.,W,57.330000000000005,FL,170,76223
2227 S. Lake Avenue,48,Faketown,HS,L,2,Louis,Louis D. Jenkins,M,Brown,74.11,Jenkins,D.,W,58.5,MT,191,78558
634 E. Holton Avenue,31,River West,2YD,H,1,Rose,Rose G. Wagner,F,Blonde,61.09,Wagner,G.,W,50.7,AZ,155,92094
3650 S. GreenField Avenue,71,Mordor,GS,S,3,Danica,Danica M. Watson,F,Brown,63.11,Watson,M.,W,50.7,IL,126,88626
4450 E. 75th Street,57,Smalltown,HS,S,1,Kase,Kase J. Bailey,M,Blonde,72.78,Bailey,J.,W,55.0,DE,144,83596
9231 W. Main Street,30,Epicburg,GS,H,3,Jessica,Jessica C. Sullivan,F,Black,67.59,Sullivan,C.,W,44.07,NE,167,61221
1767 E. Cedar Road,34,Springfield,GS,S,0,Alex,Alex M. Peters,M,Brown,67.58,Peters,M.,W,51.0,GA,200,89496
4453 S. Lake Avenue,35,Dawnstar,PHD,L,5,Clester,Clester J. Perry,M,Black,71.74,Perry,J.,B,64.0,CT,193,32206
1595 S. Becher Road,48,Oldtown,PHD,L,1,Judith,Judith L. Stevens,F,Red,68.54,Stevens,L.,W,49.53,GA,147,52315
9581 W. Arthur Road,65,Metropolis,GS,C,1,Christopher,Christopher J. Gibson,M,Brown,67.47,Gibson,J.,W,61.0,IL,223,58173
4963 N. Garfield Road,41,Gotham,GS,C,0,Jaxon,Jaxon D. Patterson,M,Blonde,65.61,Patterson,D.,W,60.0,MI,193,27707
8319 W. 95th Street,57,Faketown,HS,L,5,Ruben,Ruben J. Alexander,M,Red,68.7,Alexander,J.,W,74.0,GA,150,73033
3639 S. Elm Road,60,Winterfell,GS,H,3,Debra,Debra A. Richardson,F,Brown,63.55,Richardson,A.,W,47.58,MS,163,70081
4734 W. National Avenue,63,Tampa,2YD,H,2,Terri,Terri E. Howard,F,Red,66.74,Howard,E.,W,48.36,FL,151,14095
533 N. Holton Avenue,21,Springfield,2YD,U,3,Vida,Vida E. Vasquez,F,Black,65.56,Vasquez,E.,H,45.63,PA,185,18125
972 S. Becher Road,42,Lakeview,2YD,C,1,Joanne,Joanne M. Lewis,F,Blonde,65.7,Lewis,M.,W,53.43,NJ,164,60042
4023 S. Becker Blvd.,59,Sunnydale,PHD,C,2,Mildred,Mildred E. Young,F,Brown,63.75,Young,E.,W,50.7,MD,123,57732
6046 E. Arthur Road,60,Midland,GS,U,1,Conchita,Conchita E. Aguirre,F,Black,60.62,Aguirre,E.,H,45.63,TX,173,84680
9135 S. 17th Street,56,San Antonio,MAS,E,1,Shandee,Shandee M. Harrison,F,Black,60.68,Harrison,M.,B,48.36,TX,205,16816
7650 E. Lake Street,51,Fresno,PHD,U,1,June,June C. Myers,F,Brown,60.82,Myers,C.,W,39.0,CA,168,42303
3839 W. 95th Blvd.,40,South Park,MAS,C,1,Rebecca,Rebecca G. Morris,F,Black,60.21,Morris,G.,W,49.92,VA,145,34967
1356 N. Cedar Blvd.,19,Fresno,HS,S,1,Arold,Arold F. Lewis,M,Black,72.32,Lewis,F.,B,74.0,CA,169,96562
5832 E. 91st Street,48,Epicburg,GS,H,2,Edna,Edna M. Hughes,F,Red,70.29,Hughes,M.,W,49.92,AK,169,56371
7599 N. Oak Road,25,Dawnstar,2YD,E,0,Joe,Joe J. Kennedy,M,Blonde,75.62,Kennedy,J.,W,60.0,IL,152,29086
5281 N. Maple Blvd.,20,Olympus,HS,S,2,Kayson,Kayson A. Parker,M,Black,66.09,Parker,A.,W,55.0,SC,166,43065
3712 E. Pine Road,19,Miami,HS,C,0,Charlene,Charlene G. Simmons,F,Red,70.15,Simmons,G.,W,49.92,FL,147,79309
8973 N. 95th Street,36,Epicburg,MAS,S,2,Noah,Noah J. Zamora,M,Black,71.67,Zamora,J.,H,55.0,OK,192,49616
2453 S. Elm Road,40,Smalltown,GS,H,0,Adam,Adam D. Owens,M,Black,73.61,Owens,D.,W,68.5,NJ,201,52296
1435 S. 91st Blvd.,65,Lakeview,MAS,C,2,Jaxon,Jaxon G. Scott,M,Brown,67.25,Scott,G.,W,61.0,CO,186,63614
6330 W. Becher Street,53,Buffalo,MAS,L,3,Kayson,Kayson D. Hayes,M,Blonde,64.84,Hayes,D.,W,74.0,NY,161,68209
8265 E. Cedar Road,54,Lakeview,HS,L,1,Sara,Sara E. Lee,F,Black,66.63,Lee,E.,W,49.92,ME,140,93891
8751 S. Pine Street,50,Blackwater,PHD,C,2,Beverly,Beverly E. Jackson,F,Brown,64.73,Jackson,E.,W,49.92,PA,157,92205
4235 S. 84th Street,71,Mordor,MAS,E,0,Adrien,Adrien R. Tucker,M,Black,68.83,Tucker,R.,B,53.0,NM,154,62898
162 E. Hill Street,42,Buffalo,PHD,S,0,Alexandria,Alexandria J. Brooks,F,Brown,64.75,Brooks,J.,W,57.72,NY,128,74702
2098 E. Park Street,45,Sacramento,GS,C,1,Wyatt,Wyatt C. Nelson,M,Brown,73.84,Nelson,C.,W,71.0,CA,200,65221
8717 S. Hill Road,27,Tampa,HS,L,3,Annie,Annie D. Hamilton,F,Brown,65.52,Hamilton,D.,W,48.36,FL,164,26023
1323 E. Becher Street,39,Casper,2YD,E,1,Christopher,Christopher G. Mitchell,M,Brown,70.66,Mitchell,G.,W,56.5,FL,169,51403
8754 S. Lake Street,71,King's Landing,HS,U,2,Posin,Posin C. Phan,M,Black,67.1,Phan,C.,O,63.5,PA,187,81528
6263 S. Lake Road,70,Faketown,MAS,C,3,Kathleen,Kathleen A. Watson,F,Brown,63.51,Watson,A.,W,44.85,CT,143,67952
9744 S. Elm Blvd.,70,Buffalo,MAS,E,0,Lauren,Lauren M. Wilson,F,Blonde,64.61,Wilson,M.,W,55.38,NY,141,81904
6782 N. Lake Road,58,Vice City,PHD,E,1,Sue,Sue H. Wagner,F,Black,58.36,Wagner,H.,W,44.07,LA,196,21997
1154 S. Pine Road,68,Braavos,PHD,L,2,Sergio,Sergio F. Wagner,M,Black,62.44,Wagner,F.,W,60.0,VA,164,73605
